name,price,description,categories,url,image_urls,local_images
Bracelet coquillage,CHF10.00,Bracelet fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-coquillage-6/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010294-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_6891.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010296-scaled.jpg,oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_1.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_2.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_3.jpg
Bracelet coquillage,CHF10.00,Bracelet fait main.,"Bijoux, Bracelets",https://www.oprocaccini.com/produit/bracelet-coquillage-7/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010298-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_6885.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010300-scaled.jpg,oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_1.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_2.jpg; oprocaccini_export\images\bracelet-coquillage\bracelet-coquillage_3.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010102-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010101-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg; oprocaccini_export\images\collier\collier_2.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-2/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010108-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010106-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg; oprocaccini_export\images\collier\collier_2.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-3/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010117-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-4/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010110-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-5/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010112-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-6/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010113-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-7/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010119-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010118-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg; oprocaccini_export\images\collier\collier_2.jpg
Collier,CHF25.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-8/,https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010114-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/05/P1010115-scaled.jpg,oprocaccini_export\images\collier\collier_1.jpg; oprocaccini_export\images\collier\collier_2.jpg
Collier coquillage,CHF15.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010223-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010227-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010222-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_3.jpg
Collier coquillage,CHF15.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-3/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010218-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010229-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010217-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_3.jpg
Collier coquillage,CHF15.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-2/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010221-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010228-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010220-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_3.jpg
Collier coquillage,CHF15.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-4/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010234-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010235-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010233-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_3.jpg
Collier coquillage,CHF15.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-5/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010225-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010226-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010224-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_3.jpg
Collier coquillage,CHF15.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-6/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010231-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010230-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010232-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_3.jpg
Collier coquillage,CHF10.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-7/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010385-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010384-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg
Collier coquillage,CHF10.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-8/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010378-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010376-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg
Collier coquillage,CHF10.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-9/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010381-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010380-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg
Collier coquillage,CHF10.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-10/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010379-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010375-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg
Collier coquillage,CHF10.00,Collier fait main.,"Bijoux, Colliers",https://www.oprocaccini.com/produit/collier-coquillage-11/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010383-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010382-scaled.jpg,oprocaccini_export\images\collier-coquillage\collier-coquillage_1.jpg; oprocaccini_export\images\collier-coquillage\collier-coquillage_2.jpg
Mâlâ (Collier),CHF80.00,"Mâlâ artisanale fait en pâte fimo, les perles sont créés une par une a la main. Un mâlâ est composé de 108 perle. Il est souvent réalisé avec des pierres précieuse ou avec des perles en bois. Il peut être porté en collier et aussi en bracelet.","Bijoux, Colliers",https://www.oprocaccini.com/produit/mala-collier/,https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113908.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113935.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113915.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_114005.jpg,oprocaccini_export\images\mâlâ-collier\mâlâ-collier_1.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_2.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_3.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_4.jpg
Mâlâ (Collier),CHF80.00,"Mâlâ artisanale fait en pâte fimo, les perles sont créés une par une a la main. Un mâlâ est composé de 108 perle. Il est souvent réalisé avec des pierres précieuse ou avec des perles en bois. Il peut être porté en collier et aussi en bracelet.","Bijoux, Colliers",https://www.oprocaccini.com/produit/mala-collier-2/,https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113255.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113415.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113303.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113355.jpg,oprocaccini_export\images\mâlâ-collier\mâlâ-collier_1.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_2.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_3.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_4.jpg
Mâlâ (Collier),CHF80.00,"Mâlâ artisanale fait en pâte fimo, les perles sont créés une par une a la main. Un mâlâ est composé de 108 perle. Il est souvent réalisé avec des pierres précieuse ou avec des perles en bois. Il peut être porté en collier et aussi en bracelet.","Bijoux, Colliers",https://www.oprocaccini.com/produit/mala-collier-3/,https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113653.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113723.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113659.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113751.jpg,oprocaccini_export\images\mâlâ-collier\mâlâ-collier_1.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_2.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_3.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_4.jpg
Mâlâ (Collier),CHF80.00,"Mâlâ artisanale fait en pâte fimo, les perles sont créés une par une a la main. Un mâlâ est composé de 108 perle. Il est souvent réalisé avec des pierres précieuse ou avec des perles en bois. Il peut être porté en collier et aussi en bracelet.","Bijoux, Colliers",https://www.oprocaccini.com/produit/mala-collier-4/,https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113454.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113603.jpg,oprocaccini_export\images\mâlâ-collier\mâlâ-collier_1.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_2.jpg
Mâlâ (Collier),CHF80.00,"Mâlâ artisanale fait en pâte fimo, les perles sont créés une par une a la main. Un mâlâ est composé de 108 perle. Il est souvent réalisé avec des pierres précieuse ou avec des perles en bois. Il peut être porté en collier et aussi en bracelet.","Bijoux, Colliers",https://www.oprocaccini.com/produit/mala-collier-5/,https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113814.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113845.jpg; https://www.oprocaccini.com/wp-content/uploads/2022/02/PhotoRoom_20220131_113820.jpg,oprocaccini_export\images\mâlâ-collier\mâlâ-collier_1.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_2.jpg; oprocaccini_export\images\mâlâ-collier\mâlâ-collier_3.jpg
Bijoux de téléphone,CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010201-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010202-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_1.jpg; oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_2.jpg
Bijoux de téléphone,CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-2/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010204-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010203-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_1.jpg; oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_2.jpg
Bijoux de téléphone,CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-3/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010208-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010207-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_1.jpg; oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_2.jpg
Bijoux de téléphone,CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-4/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010210-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010209-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_1.jpg; oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_2.jpg
Bijoux de téléphone,CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-5/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010206-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010205-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_1.jpg; oprocaccini_export\images\bijoux-de-téléphone\bijoux-de-téléphone_2.jpg
Bijoux de téléphone  (Blue),CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-blue/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010242-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000658-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_6085.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_6090.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010243-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone-blue\bijoux-de-téléphone-blue_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-blue\bijoux-de-téléphone-blue_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-blue\bijoux-de-téléphone-blue_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-blue\bijoux-de-téléphone-blue_4.jpg; oprocaccini_export\images\bijoux-de-téléphone-blue\bijoux-de-téléphone-blue_5.jpg
Bijoux de téléphone  (Gris blanc),CHF15.00,Porte clef pour téléphone fait main. Il mesure 16 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-gris-blanc/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010241-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000656-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7906.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7905.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010240-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone-gris-blanc\bijoux-de-téléphone-gris-blanc_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-gris-blanc\bijoux-de-téléphone-gris-blanc_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-gris-blanc\bijoux-de-téléphone-gris-blanc_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-gris-blanc\bijoux-de-téléphone-gris-blanc_4.jpg; oprocaccini_export\images\bijoux-de-téléphone-gris-blanc\bijoux-de-téléphone-gris-blanc_5.jpg
Bijoux de téléphone  (Jaune perle),CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-jaune-perle/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010238-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000661-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7918.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7916.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010239-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone-jaune-perle\bijoux-de-téléphone-jaune-perle_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-jaune-perle\bijoux-de-téléphone-jaune-perle_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-jaune-perle\bijoux-de-téléphone-jaune-perle_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-jaune-perle\bijoux-de-téléphone-jaune-perle_4.jpg; oprocaccini_export\images\bijoux-de-téléphone-jaune-perle\bijoux-de-téléphone-jaune-perle_5.jpg
Bijoux de téléphone  (Purple),CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-purple/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010249-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000659-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_6088.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_6096.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010248-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone-purple\bijoux-de-téléphone-purple_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-purple\bijoux-de-téléphone-purple_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-purple\bijoux-de-téléphone-purple_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-purple\bijoux-de-téléphone-purple_4.jpg; oprocaccini_export\images\bijoux-de-téléphone-purple\bijoux-de-téléphone-purple_5.jpg
Bijoux de téléphone (Bleu azzurro),CHF15.00,Porte clef pour téléphone fait main. Il mesure 17 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-bleu-azzurro/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010246-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000655-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7927.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7926.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010247-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone-bleu-azzurro\bijoux-de-téléphone-bleu-azzurro_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-azzurro\bijoux-de-téléphone-bleu-azzurro_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-azzurro\bijoux-de-téléphone-bleu-azzurro_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-azzurro\bijoux-de-téléphone-bleu-azzurro_4.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-azzurro\bijoux-de-téléphone-bleu-azzurro_5.jpg
Bijoux de téléphone (Bleu perle),CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-bleu-perle/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010245-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000660-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7914.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7913.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010244-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone-bleu-perle\bijoux-de-téléphone-bleu-perle_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-perle\bijoux-de-téléphone-bleu-perle_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-perle\bijoux-de-téléphone-bleu-perle_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-perle\bijoux-de-téléphone-bleu-perle_4.jpg; oprocaccini_export\images\bijoux-de-téléphone-bleu-perle\bijoux-de-téléphone-bleu-perle_5.jpg
Bijoux de téléphone (Rose perle),CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-rose-perle/,https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000675-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000663-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7909.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7908.jpg,oprocaccini_export\images\bijoux-de-téléphone-rose-perle\bijoux-de-téléphone-rose-perle_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-rose-perle\bijoux-de-téléphone-rose-perle_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-rose-perle\bijoux-de-téléphone-rose-perle_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-rose-perle\bijoux-de-téléphone-rose-perle_4.jpg
Bijoux de téléphone (Vert perle),CHF15.00,Porte clef pour téléphone fait main. Il mesure 20 cm à partir du noeud.,"Bijoux, Bijoux de téléphones, Porte Clefs",https://www.oprocaccini.com/produit/bijoux-de-telephone-vert-perle/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010250-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/P1000662-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7921.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_7920.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010251-scaled.jpg,oprocaccini_export\images\bijoux-de-téléphone-vert-perle\bijoux-de-téléphone-vert-perle_1.jpg; oprocaccini_export\images\bijoux-de-téléphone-vert-perle\bijoux-de-téléphone-vert-perle_2.jpg; oprocaccini_export\images\bijoux-de-téléphone-vert-perle\bijoux-de-téléphone-vert-perle_3.jpg; oprocaccini_export\images\bijoux-de-téléphone-vert-perle\bijoux-de-téléphone-vert-perle_4.jpg; oprocaccini_export\images\bijoux-de-téléphone-vert-perle\bijoux-de-téléphone-vert-perle_5.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000880-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000854-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000853-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-2/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000872-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000851-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000852-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-3/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000876-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000859-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000860-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-4/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000867-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000855-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000856-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-5/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000877-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000840-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000841-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
